crop_id,source_image,crop_path,score,class_id,x1,y1,x2,y2,padding
field000_15_10_1000_AML_wbc_0000,<FIELDS>/15_10_1000_AML.png,crops/field000_15_10_1000_AML_wbc_0000.png,0.8105856776237488,0,22,158,145,321,0.1
field001_15_1_1000_AML_wbc_0000,<FIELDS>/15_1_1000_AML.png,crops/field001_15_1_1000_AML_wbc_0000.png,0.7924137711524963,0,17,185,122,326,0.1
field002_15_21_1000_AML_wbc_0000,<FIELDS>/15_21_1000_AML.png,crops/field002_15_21_1000_AML_wbc_0000.png,0.800995945930481,0,125,105,227,243,0.1
field002_15_21_1000_AML_wbc_0001,<FIELDS>/15_21_1000_AML.png,crops/field002_15_21_1000_AML_wbc_0001.png,0.7734146118164062,0,68,487,190,639,0.1
field002_15_21_1000_AML_wbc_0002,<FIELDS>/15_21_1000_AML.png,crops/field002_15_21_1000_AML_wbc_0002.png,0.6391960382461548,0,597,544,639,639,0.1
field003_15_22_1000_AML_wbc_0000,<FIELDS>/15_22_1000_AML.png,crops/field003_15_22_1000_AML_wbc_0000.png,0.7914606928825378,0,345,457,460,622,0.1
field003_15_22_1000_AML_wbc_0001,<FIELDS>/15_22_1000_AML.png,crops/field003_15_22_1000_AML_wbc_0001.png,0.7317427396774292,0,115,141,211,283,0.1
field003_15_22_1000_AML_wbc_0002,<FIELDS>/15_22_1000_AML.png,crops/field003_15_22_1000_AML_wbc_0002.png,0.7246155738830566,0,212,178,316,311,0.1
field003_15_22_1000_AML_wbc_0003,<FIELDS>/15_22_1000_AML.png,crops/field003_15_22_1000_AML_wbc_0003.png,0.7148619890213013,0,168,126,267,272,0.1
field003_15_22_1000_AML_wbc_0004,<FIELDS>/15_22_1000_AML.png,crops/field003_15_22_1000_AML_wbc_0004.png,0.6430689692497253,0,81,164,156,279,0.1
field004_15_23_1000_AML_wbc_0000,<FIELDS>/15_23_1000_AML.png,crops/field004_15_23_1000_AML_wbc_0000.png,0.8183037638664246,0,269,464,366,594,0.1
field005_15_25_1000_AML_wbc_0000,<FIELDS>/15_25_1000_AML.png,crops/field005_15_25_1000_AML_wbc_0000.png,0.8106067776679993,0,87,244,198,393,0.1
field005_15_25_1000_AML_wbc_0001,<FIELDS>/15_25_1000_AML.png,crops/field005_15_25_1000_AML_wbc_0001.png,0.8068198561668396,0,253,164,388,344,0.1
field006_15_26_1000_AML_wbc_0000,<FIELDS>/15_26_1000_AML.png,crops/field006_15_26_1000_AML_wbc_0000.png,0.7340089678764343,0,71,234,222,441,0.1
field006_15_26_1000_AML_wbc_0001,<FIELDS>/15_26_1000_AML.png,crops/field006_15_26_1000_AML_wbc_0001.png,0.6897661685943604,0,522,347,595,457,0.1
field007_15_33_1000_AML_wbc_0000,<FIELDS>/15_33_1000_AML.png,crops/field007_15_33_1000_AML_wbc_0000.png,0.7677685618400574,0,0,108,61,272,0.1
field007_15_33_1000_AML_wbc_0001,<FIELDS>/15_33_1000_AML.png,crops/field007_15_33_1000_AML_wbc_0001.png,0.745204746723175,0,549,374,639,544,0.1
field008_15_36_1000_AML_wbc_0000,<FIELDS>/15_36_1000_AML.png,crops/field008_15_36_1000_AML_wbc_0000.png,0.7510623335838318,0,237,492,364,639,0.1
field008_15_36_1000_AML_wbc_0001,<FIELDS>/15_36_1000_AML.png,crops/field008_15_36_1000_AML_wbc_0001.png,0.7358006238937378,0,183,60,308,203,0.1
